ID,condition,subcondition,trialType,objects,ratings
3428,ISO,D,Experimental,A,0.336
3429,ISO,D,Experimental,B,0.544
3430,ISO,D,Experimental,C,0.749
3431,ISO,D,Control,A,0.915
3432,ISO,D,Control,B,0.68
3433,ISO,D,Control,C,0.653
3434,ISO,D,Control,D,0.154
3435,ISO,D,Experimental,A,0.282
3436,ISO,D,Experimental,B,0.8
3437,ISO,D,Experimental,C,0.58
3438,ISO,D,Control,A,0.821
3439,ISO,D,Control,B,0.818
3440,ISO,D,Control,C,0.547
3441,ISO,D,Control,D,0.15
3442,ISO,D,Experimental,A,0.195
3443,ISO,D,Experimental,B,0.537
3444,ISO,D,Experimental,C,0.801
3445,ISO,D,Control,A,0.825
3446,ISO,D,Control,B,0.752
3447,ISO,D,Control,C,0.791
3448,ISO,D,Control,D,0.154
3449,ISO,D,Experimental,A,0.181
3450,ISO,D,Experimental,B,0.85
3451,ISO,D,Experimental,C,0.788
3452,ISO,D,Control,A,0.785
3453,ISO,D,Control,B,0.712
3454,ISO,D,Control,C,0.797
3455,ISO,D,Control,D,0.142
3456,ISO,D,Experimental,A,0.256
3457,ISO,D,Experimental,B,0.819
3458,ISO,D,Experimental,C,0.462
3459,ISO,D,Control,A,0.776
3460,ISO,D,Control,B,0.649
3461,ISO,D,Control,C,0.852
3462,ISO,D,Control,D,0.16
3463,ISO,D,Experimental,A,0.165
3464,ISO,D,Experimental,B,0.831
3465,ISO,D,Experimental,C,0.767
3466,ISO,D,Control,A,0.768
3467,ISO,D,Control,B,0.65
3468,ISO,D,Control,C,0.79
3469,ISO,D,Control,D,0.16
3470,ISO,D,Experimental,A,0.154
3471,ISO,D,Experimental,B,0.848
3472,ISO,D,Experimental,C,0.797
3473,ISO,D,Control,A,0.801
3474,ISO,D,Control,B,0.776
3475,ISO,D,Control,C,0.81
3476,ISO,D,Control,D,0.148
3477,ISO,D,Experimental,A,0.166
3478,ISO,D,Experimental,B,0.758
3479,ISO,D,Experimental,C,0.713
3480,ISO,D,Control,A,0.799
3481,ISO,D,Control,B,0.748
3482,ISO,D,Control,C,0.574
3483,ISO,D,Control,D,0.151
3484,ISO,D,Experimental,A,0.275
3485,ISO,D,Experimental,B,0.586
3486,ISO,D,Experimental,C,0.765
3487,ISO,D,Control,A,0.753
3488,ISO,D,Control,B,0.674
3489,ISO,D,Control,C,0.741
3490,ISO,D,Control,D,0.151
3491,ISO,D,Experimental,A,0.168
3492,ISO,D,Experimental,B,0.789
3493,ISO,D,Experimental,C,0.734
3494,ISO,D,Control,A,0.754
3495,ISO,D,Control,B,0.68
3496,ISO,D,Control,C,0.716
3497,ISO,D,Control,D,0.172
3498,ISO,D,Experimental,A,0.192
3499,ISO,D,Experimental,B,0.646
3500,ISO,D,Experimental,C,0.856
3501,ISO,D,Control,A,0.87
3502,ISO,D,Control,B,0.751
3503,ISO,D,Control,C,0.703
3504,ISO,D,Control,D,0.156
3505,ISO,D,Experimental,A,0.244
3506,ISO,D,Experimental,B,0.762
3507,ISO,D,Experimental,C,0.66
3508,ISO,D,Control,A,0.657
3509,ISO,D,Control,B,0.711
3510,ISO,D,Control,C,0.844
3511,ISO,D,Control,D,0.162
3512,ISO,D,Experimental,A,0.183
3513,ISO,D,Experimental,B,0.798
3514,ISO,D,Experimental,C,0.794
3515,ISO,D,Control,A,0.73
3516,ISO,D,Control,B,0.627
3517,ISO,D,Control,C,0.801
3518,ISO,D,Control,D,0.155
3519,ISO,D,Experimental,A,0.157
3520,ISO,D,Experimental,B,0.794
3521,ISO,D,Experimental,C,0.797
3522,ISO,D,Control,A,0.849
3523,ISO,D,Control,B,0.563
3524,ISO,D,Control,C,0.733
3525,ISO,D,Control,D,0.148
3526,ISO,D,Experimental,A,0.198
3527,ISO,D,Experimental,B,0.737
3528,ISO,D,Experimental,C,0.747
3529,ISO,D,Control,A,0.63
3530,ISO,D,Control,B,0.829
3531,ISO,D,Control,C,0.689
3532,ISO,D,Control,D,0.149
3533,ISO,D,Experimental,A,0.381
3534,ISO,D,Experimental,B,0.756
3535,ISO,D,Experimental,C,0.54
3536,ISO,D,Control,A,0.712
3537,ISO,D,Control,B,0.713
3538,ISO,D,Control,C,0.867
3539,ISO,D,Control,D,0.152
3540,ISO,D,Experimental,A,0.371
3541,ISO,D,Experimental,B,0.73
3542,ISO,D,Experimental,C,0.605
3543,ISO,D,Control,A,0.876
3544,ISO,D,Control,B,0.768
3545,ISO,D,Control,C,0.674
3546,ISO,D,Control,D,0.158
3547,ISO,D,Experimental,A,0.155
3548,ISO,D,Experimental,B,0.857
3549,ISO,D,Experimental,C,0.786
3550,ISO,D,Control,A,0.565
3551,ISO,D,Control,B,0.745
3552,ISO,D,Control,C,0.82
3553,ISO,D,Control,D,0.144
3554,ISO,D,Experimental,A,0.294
3555,ISO,D,Experimental,B,0.652
3556,ISO,D,Experimental,C,0.757
3557,ISO,D,Control,A,0.745
3558,ISO,D,Control,B,0.598
3559,ISO,D,Control,C,0.855
3560,ISO,D,Control,D,0.148
3561,ISO,D,Experimental,A,0.167
3562,ISO,D,Experimental,B,0.747
3563,ISO,D,Experimental,C,0.719
3564,ISO,D,Control,A,0.751
3565,ISO,D,Control,B,0.777
3566,ISO,D,Control,C,0.826
3567,ISO,D,Control,D,0.173
3568,ISO,D,Experimental,A,0.179
3569,ISO,D,Experimental,B,0.62
3570,ISO,D,Experimental,C,0.884
3571,ISO,D,Control,A,0.776
3572,ISO,D,Control,B,0.728
3573,ISO,D,Control,C,0.808
3574,ISO,D,Control,D,0.145
3575,ISO,D,Experimental,A,0.176
3576,ISO,D,Experimental,B,0.844
3577,ISO,D,Experimental,C,0.684
3578,ISO,D,Control,A,0.644
3579,ISO,D,Control,B,0.728
3580,ISO,D,Control,C,0.789
3581,ISO,D,Control,D,0.15
3582,ISO,D,Experimental,A,0.19
3583,ISO,D,Experimental,B,0.779
3584,ISO,D,Experimental,C,0.788
