ID,condition,trial,phase,object,choice
1,BB,main,Phase 1,A,0.906
2,BB,main,Phase 1,B,0.86
3,BB,main,Phase 1,C,0.86
4,BB,main,Phase 2,A,0.906
5,BB,main,Phase 2,B,0.86
6,BB,main,Phase 2,C,0.86
7,BB,main,Phase 1,A,0.906
8,BB,main,Phase 1,B,0.86
9,BB,main,Phase 1,C,0.86
10,BB,main,Phase 2,A,0.906
11,BB,main,Phase 2,B,0.86
12,BB,main,Phase 2,C,0.86
13,BB,main,Phase 1,A,0.906
14,BB,main,Phase 1,B,0.86
15,BB,main,Phase 1,C,0.86
16,BB,main,Phase 2,A,0.906
17,BB,main,Phase 2,B,0.86
18,BB,main,Phase 2,C,0.86
19,BB,main,Phase 1,A,0.906
20,BB,main,Phase 1,B,0.86
21,BB,main,Phase 1,C,0.86
22,BB,main,Phase 2,A,0.906
23,BB,main,Phase 2,B,0.86
24,BB,main,Phase 2,C,0.86
25,BB,main,Phase 1,A,0.906
26,BB,main,Phase 1,B,0.86
27,BB,main,Phase 1,C,0.86
28,BB,main,Phase 2,A,0.906
29,BB,main,Phase 2,B,0.86
30,BB,main,Phase 2,C,0.86
31,BB,main,Phase 1,A,0.906
32,BB,main,Phase 1,B,0.86
33,BB,main,Phase 1,C,0.86
34,BB,main,Phase 2,A,0.906
35,BB,main,Phase 2,B,0.86
36,BB,main,Phase 2,C,0.86
37,BB,main,Phase 1,A,0.906
38,BB,main,Phase 1,B,0.86
39,BB,main,Phase 1,C,0.86
40,BB,main,Phase 2,A,0.906
41,BB,main,Phase 2,B,0.86
42,BB,main,Phase 2,C,0.86
43,BB,main,Phase 1,A,0.906
44,BB,main,Phase 1,B,0.86
45,BB,main,Phase 1,C,0.86
46,BB,main,Phase 2,A,0.906
47,BB,main,Phase 2,B,0.86
48,BB,main,Phase 2,C,0.86
49,BB,main,Phase 1,A,0.906
50,BB,main,Phase 1,B,0.86
51,BB,main,Phase 1,C,0.86
52,BB,main,Phase 2,A,0.906
53,BB,main,Phase 2,B,0.86
54,BB,main,Phase 2,C,0.86
55,BB,main,Phase 1,A,0.906
56,BB,main,Phase 1,B,0.86
57,BB,main,Phase 1,C,0.86
58,BB,main,Phase 2,A,0.906
59,BB,main,Phase 2,B,0.86
60,BB,main,Phase 2,C,0.86
61,BB,main,Phase 1,A,0.906
62,BB,main,Phase 1,B,0.86
63,BB,main,Phase 1,C,0.86
64,BB,main,Phase 2,A,0.906
65,BB,main,Phase 2,B,0.86
66,BB,main,Phase 2,C,0.86
67,BB,main,Phase 1,A,0.906
68,BB,main,Phase 1,B,0.86
69,BB,main,Phase 1,C,0.86
70,BB,main,Phase 2,A,0.906
71,BB,main,Phase 2,B,0.86
72,BB,main,Phase 2,C,0.86
73,BB,main,Phase 1,A,0.906
74,BB,main,Phase 1,B,0.86
75,BB,main,Phase 1,C,0.86
76,BB,main,Phase 2,A,0.906
77,BB,main,Phase 2,B,0.86
78,BB,main,Phase 2,C,0.86
79,BB,main,Phase 1,A,0.906
80,BB,main,Phase 1,B,0.86
81,BB,main,Phase 1,C,0.86
82,BB,main,Phase 2,A,0.906
83,BB,main,Phase 2,B,0.86
84,BB,main,Phase 2,C,0.86
85,BB,main,Phase 1,A,0.906
86,BB,main,Phase 1,B,0.86
87,BB,main,Phase 1,C,0.86
88,BB,main,Phase 2,A,0.906
89,BB,main,Phase 2,B,0.86
90,BB,main,Phase 2,C,0.86
91,BB,main,Phase 1,A,0.906
