ID,condition,subcondition,trialType,objects,ratings
1910,ISO,A,Control,C,0.753
1911,ISO,A,Control,D,0.152
1912,ISO,A,Experimental,A,0.187
1913,ISO,A,Experimental,B,0.753
1914,ISO,A,Experimental,C,0.753
1915,ISO,A,Control,A,0.753
1916,ISO,A,Control,B,0.753
1917,ISO,A,Control,C,0.753
1918,ISO,A,Control,D,0.152
1919,ISO,A,Experimental,A,0.187
1920,ISO,A,Experimental,B,0.753
1921,ISO,A,Experimental,C,0.753
1922,ISO,A,Control,A,0.753
1923,ISO,A,Control,B,0.753
1924,ISO,A,Control,C,0.753
1925,ISO,A,Control,D,0.152
1926,ISO,A,Experimental,A,0.187
1927,ISO,A,Experimental,B,0.753
1928,ISO,A,Experimental,C,0.753
1929,ISO,A,Control,A,0.753
1930,ISO,A,Control,B,0.753
1931,ISO,A,Control,C,0.753
1932,ISO,A,Control,D,0.152
1933,ISO,A,Experimental,A,0.187
1934,ISO,A,Experimental,B,0.753
1935,ISO,A,Experimental,C,0.753
1936,ISO,A,Control,A,0.753
1937,ISO,A,Control,B,0.753
1938,ISO,A,Control,C,0.753
1939,ISO,A,Control,D,0.152
1940,ISO,A,Experimental,A,0.187
1941,ISO,A,Experimental,B,0.753
1942,ISO,A,Experimental,C,0.753
1943,ISO,A,Control,A,0.753
1944,ISO,A,Control,B,0.753
1945,ISO,A,Control,C,0.753
1946,ISO,A,Control,D,0.152
1947,ISO,A,Experimental,A,0.187
1948,ISO,A,Experimental,B,0.753
1949,ISO,A,Experimental,C,0.753
1950,ISO,A,Control,A,0.753
1951,ISO,A,Control,B,0.753
1952,ISO,A,Control,C,0.753
1953,ISO,A,Control,D,0.152
1954,ISO,A,Experimental,A,0.187
1955,ISO,A,Experimental,B,0.753
1956,ISO,A,Experimental,C,0.753
1957,ISO,A,Control,A,0.753
1958,ISO,A,Control,B,0.753
1959,ISO,A,Control,C,0.753
1960,ISO,A,Control,D,0.152
1961,ISO,A,Experimental,A,0.187
1962,ISO,A,Experimental,B,0.753
1963,ISO,A,Experimental,C,0.753
1964,ISO,A,Control,A,0.753
1965,ISO,A,Control,B,0.753
1966,ISO,A,Control,C,0.753
1967,ISO,A,Control,D,0.152
1968,ISO,A,Experimental,A,0.187
1969,ISO,A,Experimental,B,0.753
1970,ISO,A,Experimental,C,0.753
1971,ISO,A,Control,A,0.753
1972,ISO,A,Control,B,0.753
1973,ISO,A,Control,C,0.753
1974,ISO,A,Control,D,0.152
1975,ISO,A,Experimental,A,0.187
1976,ISO,A,Experimental,B,0.753
1977,ISO,A,Experimental,C,0.753
1978,ISO,A,Control,A,0.753
1979,ISO,A,Control,B,0.753
1980,ISO,A,Control,C,0.753
1981,ISO,A,Control,D,0.152
1982,ISO,A,Experimental,A,0.187
1983,ISO,A,Experimental,B,0.753
1984,ISO,A,Experimental,C,0.753
1985,ISO,A,Control,A,0.753
1986,ISO,A,Control,B,0.753
1987,ISO,A,Control,C,0.753
1988,ISO,A,Control,D,0.152
1989,ISO,A,Experimental,A,0.187
1990,ISO,A,Experimental,B,0.753
1991,ISO,A,Experimental,C,0.753
1992,ISO,A,Control,A,0.753
1993,ISO,A,Control,B,0.753
1994,ISO,A,Control,C,0.753
1995,ISO,A,Control,D,0.152
1996,ISO,A,Experimental,A,0.187
1997,ISO,A,Experimental,B,0.753
1998,ISO,A,Experimental,C,0.753
1999,ISO,A,Control,A,0.753
2000,ISO,A,Control,B,0.753
2001,ISO,A,Control,C,0.753
2002,ISO,A,Control,D,0.152
2003,ISO,A,Experimental,A,0.187
2004,ISO,A,Experimental,B,0.753
2005,ISO,A,Experimental,C,0.753
2006,ISO,A,Control,A,0.753
2007,ISO,A,Control,B,0.753
2008,ISO,A,Control,C,0.753
2009,ISO,A,Control,D,0.152
2010,ISO,A,Experimental,A,0.187
2011,ISO,A,Experimental,B,0.753
2012,ISO,A,Experimental,C,0.753
2013,ISO,A,Control,A,0.753
2014,ISO,A,Control,B,0.753
2015,ISO,A,Control,C,0.753
2016,ISO,A,Control,D,0.152
2017,ISO,A,Experimental,A,0.187
2018,ISO,A,Experimental,B,0.753
2019,ISO,A,Experimental,C,0.753
2020,ISO,A,Control,A,0.753
2021,ISO,A,Control,B,0.753
2022,ISO,A,Control,C,0.753
2023,ISO,A,Control,D,0.152
2024,ISO,A,Experimental,A,0.187
2025,ISO,A,Experimental,B,0.753
2026,ISO,A,Experimental,C,0.753
2027,ISO,A,Control,A,0.753
2028,ISO,A,Control,B,0.753
2029,ISO,A,Control,C,0.753
2030,ISO,A,Control,D,0.152
2031,ISO,A,Experimental,A,0.187
2032,ISO,A,Experimental,B,0.753
2033,ISO,A,Experimental,C,0.753
2034,ISO,A,Control,A,0.753
2035,ISO,A,Control,B,0.753
2036,ISO,A,Control,C,0.753
2037,ISO,A,Control,D,0.152
2038,ISO,A,Experimental,A,0.187
2039,ISO,A,Experimental,B,0.753
2040,ISO,A,Experimental,C,0.753
2041,ISO,A,Control,A,0.753
2042,ISO,A,Control,B,0.753
2043,ISO,A,Control,C,0.753
2044,ISO,A,Control,D,0.152
2045,ISO,A,Experimental,A,0.187
2046,ISO,A,Experimental,B,0.753
2047,ISO,A,Experimental,C,0.753
2048,ISO,A,Control,A,0.753
2049,ISO,A,Control,B,0.753
2050,ISO,A,Control,C,0.753
2051,ISO,A,Control,D,0.152
2052,ISO,A,Experimental,A,0.187
2053,ISO,A,Experimental,B,0.753
2054,ISO,A,Experimental,C,0.753
2055,ISO,A,Control,A,0.753
2056,ISO,A,Control,B,0.753
2057,ISO,A,Control,C,0.753
2058,ISO,A,Control,D,0.152
2059,ISO,A,Experimental,A,0.187
2060,ISO,A,Experimental,B,0.753
2061,ISO,A,Experimental,C,0.753
2062,ISO,A,Control,A,0.753
2063,ISO,A,Control,B,0.753
2064,ISO,A,Control,C,0.753
2065,ISO,A,Control,D,0.152
2066,ISO,A,Experimental,A,0.187
2067,ISO,A,Experimental,B,0.753
2068,ISO,A,Experimental,C,0.753
2069,ISO,A,Control,A,0.753
2070,ISO,A,Control,B,0.753
2071,ISO,A,Control,C,0.753
2072,ISO,A,Control,D,0.152
2073,ISO,A,Experimental,A,0.187
2074,ISO,A,Experimental,B,0.753
2075,ISO,A,Experimental,C,0.753
2076,ISO,A,Control,A,0.753
2077,ISO,A,Control,B,0.753
2078,ISO,A,Control,C,0.753
2079,ISO,A,Control,D,0.152
2080,ISO,A,Experimental,A,0.187
2081,ISO,A,Experimental,B,0.753
2082,ISO,A,Experimental,C,0.753
2083,ISO,A,Control,A,0.753
2084,ISO,A,Control,B,0.753
2085,ISO,A,Control,C,0.753
2086,ISO,A,Control,D,0.152
2087,ISO,A,Experimental,A,0.187
2088,ISO,A,Experimental,B,0.753
2089,ISO,A,Experimental,C,0.753
2090,ISO,A,Control,A,0.753
2091,ISO,A,Control,B,0.753
2092,ISO,A,Control,C,0.753
2093,ISO,A,Control,D,0.152
2094,ISO,A,Experimental,A,0.187
2095,ISO,A,Experimental,B,0.753
2096,ISO,A,Experimental,C,0.753
2097,ISO,A,Control,A,0.753
2098,ISO,A,Control,B,0.753
2099,ISO,A,Control,C,0.753
2100,ISO,A,Control,D,0.152
2101,ISO,A,Experimental,A,0.187
2102,ISO,A,Experimental,B,0.753
2103,ISO,A,Experimental,C,0.753
2104,ISO,A,Control,A,0.753
2105,ISO,A,Control,B,0.753
2106,ISO,A,Control,C,0.753
2107,ISO,A,Control,D,0.152
2108,ISO,A,Experimental,A,0.187
2109,ISO,A,Experimental,B,0.753
2110,ISO,A,Experimental,C,0.753
2111,ISO,A,Control,A,0.753
2112,ISO,A,Control,B,0.753
2113,ISO,A,Control,C,0.753
2114,ISO,A,Control,D,0.152
2115,ISO,A,Experimental,A,0.187
2116,ISO,A,Experimental,B,0.753
2117,ISO,A,Experimental,C,0.753
2118,ISO,A,Control,A,0.753
2119,ISO,A,Control,B,0.753
2120,ISO,A,Control,C,0.753
2121,ISO,A,Control,D,0.152
2122,ISO,A,Experimental,A,0.187
2123,ISO,A,Experimental,B,0.753
2124,ISO,A,Experimental,C,0.753
2125,ISO,A,Control,A,0.753
2126,ISO,A,Control,B,0.753
2127,ISO,A,Control,C,0.753
2128,ISO,A,Control,D,0.152
2129,ISO,A,Experimental,A,0.187
2130,ISO,A,Experimental,B,0.753
2131,ISO,A,Experimental,C,0.753
2132,ISO,A,Control,A,0.753
2133,ISO,A,Control,B,0.753
2134,ISO,A,Control,C,0.753
2135,ISO,A,Control,D,0.152
2136,ISO,A,Experimental,A,0.187
2137,ISO,A,Experimental,B,0.753
2138,ISO,A,Experimental,C,0.753
2139,ISO,A,Control,A,0.753
2140,ISO,A,Control,B,0.753
2141,ISO,A,Control,C,0.753
2142,ISO,A,Control,D,0.152
2143,ISO,A,Experimental,A,0.187
2144,ISO,A,Experimental,B,0.753
2145,ISO,A,Experimental,C,0.753
2146,ISO,A,Control,A,0.753
2147,ISO,A,Control,B,0.753
2148,ISO,A,Control,C,0.753
2149,ISO,A,Control,D,0.152
2150,ISO,A,Experimental,A,0.187
2151,ISO,A,Experimental,B,0.753
2152,ISO,A,Experimental,C,0.753
2153,ISO,A,Control,A,0.753
2154,ISO,A,Control,B,0.753
2155,ISO,A,Control,C,0.753
2156,ISO,A,Control,D,0.152
2157,ISO,A,Experimental,A,0.187
2158,ISO,A,Experimental,B,0.753
2159,ISO,A,Experimental,C,0.753
2160,ISO,A,Control,A,0.753
2161,ISO,A,Control,B,0.753
2162,ISO,A,Control,C,0.753
2163,ISO,A,Control,D,0.152
2164,ISO,A,Experimental,A,0.187
2165,ISO,A,Experimental,B,0.753
2166,ISO,A,Experimental,C,0.753
2167,ISO,A,Control,A,0.753
2168,ISO,A,Control,B,0.753
2169,ISO,A,Control,C,0.753
2170,ISO,A,Control,D,0.152
2171,ISO,A,Experimental,A,0.187
2172,ISO,A,Experimental,B,0.753
2173,ISO,A,Experimental,C,0.753
2174,ISO,A,Control,A,0.753
2175,ISO,A,Control,B,0.753
2176,ISO,A,Control,C,0.753
2177,ISO,A,Control,D,0.152
2178,ISO,A,Experimental,A,0.187
2179,ISO,A,Experimental,B,0.753
2180,ISO,A,Experimental,C,0.753
2181,ISO,A,Control,A,0.753
2182,ISO,A,Control,B,0.753
2183,ISO,A,Control,C,0.753
2184,ISO,A,Control,D,0.152
2185,ISO,A,Experimental,A,0.187
2186,ISO,A,Experimental,B,0.753
2187,ISO,A,Experimental,C,0.753
2188,ISO,A,Control,A,0.753
2189,ISO,A,Control,B,0.753
2190,ISO,A,Control,C,0.753
2191,ISO,A,Control,D,0.152
2192,ISO,A,Experimental,A,0.187
2193,ISO,A,Experimental,B,0.753
2194,ISO,A,Experimental,C,0.753
2195,ISO,A,Control,A,0.753
2196,ISO,A,Control,B,0.753
2197,ISO,A,Control,C,0.753
2198,ISO,A,Control,D,0.152
2199,ISO,A,Experimental,A,0.187
2200,ISO,A,Experimental,B,0.753
2201,ISO,A,Experimental,C,0.753
2202,ISO,A,Control,A,0.753
2203,ISO,A,Control,B,0.753
2204,ISO,A,Control,C,0.753
2205,ISO,A,Control,D,0.152
2206,ISO,A,Experimental,A,0.187
2207,ISO,A,Experimental,B,0.753
2208,ISO,A,Experimental,C,0.753
2209,ISO,A,Control,A,0.753
2210,ISO,A,Control,B,0.753
2211,ISO,A,Control,C,0.753
2212,ISO,A,Control,D,0.152
2213,ISO,A,Experimental,A,0.187
2214,ISO,A,Experimental,B,0.753
2215,ISO,A,Experimental,C,0.753
2216,ISO,A,Control,A,0.753
2217,ISO,A,Control,B,0.753
2218,ISO,A,Control,C,0.753
2219,ISO,A,Control,D,0.152
2220,ISO,A,Experimental,A,0.187
2221,ISO,A,Experimental,B,0.753
2222,ISO,A,Experimental,C,0.753
2223,ISO,A,Control,A,0.753
2224,ISO,A,Control,B,0.753
2225,ISO,A,Control,C,0.753
2226,ISO,A,Control,D,0.152
2227,ISO,A,Experimental,A,0.187
2228,ISO,A,Experimental,B,0.753
2229,ISO,A,Experimental,C,0.753
2230,ISO,A,Control,A,0.753
2231,ISO,A,Control,B,0.753
2232,ISO,A,Control,C,0.753
2233,ISO,A,Control,D,0.152
2234,ISO,A,Experimental,A,0.187
2235,ISO,A,Experimental,B,0.753
2236,ISO,A,Experimental,C,0.753
2237,ISO,A,Control,A,0.753
2238,ISO,A,Control,B,0.753
2239,ISO,A,Control,C,0.753
2240,ISO,A,Control,D,0.152
2241,ISO,B,Control,A,0.753
2242,ISO,B,Control,B,0.753
2243,ISO,B,Control,C,0.753
2244,ISO,B,Control,D,0.152
2245,ISO,B,Control,A,0.753
2246,ISO,B,Control,B,0.753
2247,ISO,B,Control,C,0.753
2248,ISO,B,Control,D,0.152
2249,ISO,B,Experimental,A,0.187
2250,ISO,B,Experimental,B,0.753
2251,ISO,B,Experimental,C,0.753
2252,ISO,B,Experimental,A,0.187
2253,ISO,B,Experimental,B,0.753
2254,ISO,B,Experimental,C,0.753
2255,ISO,B,Control,A,0.753
2256,ISO,B,Control,B,0.753
2257,ISO,B,Control,C,0.753
2258,ISO,B,Control,D,0.152
2259,ISO,B,Control,A,0.753
2260,ISO,B,Control,B,0.753
2261,ISO,B,Control,C,0.753
2262,ISO,B,Control,D,0.152
2263,ISO,B,Experimental,A,0.187
2264,ISO,B,Experimental,B,0.753
2265,ISO,B,Experimental,C,0.753
2266,ISO,B,Experimental,A,0.187
2267,ISO,B,Experimental,B,0.753
2268,ISO,B,Experimental,C,0.753
2269,ISO,B,Control,A,0.753
2270,ISO,B,Control,B,0.753
2271,ISO,B,Control,C,0.753
2272,ISO,B,Control,D,0.152
2273,ISO,B,Control,A,0.753
2274,ISO,B,Control,B,0.753
2275,ISO,B,Control,C,0.753
2276,ISO,B,Control,D,0.152
2277,ISO,B,Experimental,A,0.187
2278,ISO,B,Experimental,B,0.753
2279,ISO,B,Experimental,C,0.753
2280,ISO,B,Experimental,A,0.187
2281,ISO,B,Experimental,B,0.753
2282,ISO,B,Experimental,C,0.753
2283,ISO,B,Control,A,0.753
2284,ISO,B,Control,B,0.753
2285,ISO,B,Control,C,0.753
2286,ISO,B,Control,D,0.152
2287,ISO,B,Control,A,0.753
2288,ISO,B,Control,B,0.753
2289,ISO,B,Control,C,0.753
2290,ISO,B,Control,D,0.152
2291,ISO,B,Experimental,A,0.187
2292,ISO,B,Experimental,B,0.753
2293,ISO,B,Experimental,C,0.753
2294,ISO,B,Experimental,A,0.187
2295,ISO,B,Experimental,B,0.753
2296,ISO,B,Experimental,C,0.753
2297,ISO,B,Control,A,0.753
2298,ISO,B,Control,B,0.753
2299,ISO,B,Control,C,0.753
2300,ISO,B,Control,D,0.152
2301,ISO,B,Control,A,0.753
2302,ISO,B,Control,B,0.753
2303,ISO,B,Control,C,0.753
2304,ISO,B,Control,D,0.152
2305,ISO,B,Experimental,A,0.187
2306,ISO,B,Experimental,B,0.753
2307,ISO,B,Experimental,C,0.753
2308,ISO,B,Experimental,A,0.187
2309,ISO,B,Experimental,B,0.753
2310,ISO,B,Experimental,C,0.753
2311,ISO,B,Control,A,0.753
2312,ISO,B,Control,B,0.753
2313,ISO,B,Control,C,0.753
2314,ISO,B,Control,D,0.152
2315,ISO,B,Control,A,0.753
2316,ISO,B,Control,B,0.753
2317,ISO,B,Control,C,0.753
2318,ISO,B,Control,D,0.152
2319,ISO,B,Experimental,A,0.187
2320,ISO,B,Experimental,B,0.753
2321,ISO,B,Experimental,C,0.753
2322,ISO,B,Experimental,A,0.187
2323,ISO,B,Experimental,B,0.753
2324,ISO,B,Experimental,C,0.753
2325,ISO,B,Control,A,0.753
2326,ISO,B,Control,B,0.753
2327,ISO,B,Control,C,0.753
2328,ISO,B,Control,D,0.152
2329,ISO,B,Control,A,0.753
2330,ISO,B,Control,B,0.753
2331,ISO,B,Control,C,0.753
2332,ISO,B,Control,D,0.152
2333,ISO,B,Experimental,A,0.187
2334,ISO,B,Experimental,B,0.753
2335,ISO,B,Experimental,C,0.753
2336,ISO,B,Experimental,A,0.187
2337,ISO,B,Experimental,B,0.753
2338,ISO,B,Experimental,C,0.753
2339,ISO,B,Control,A,0.753
2340,ISO,B,Control,B,0.753
2341,ISO,B,Control,C,0.753
2342,ISO,B,Control,D,0.152
2343,ISO,B,Control,A,0.753
2344,ISO,B,Control,B,0.753
2345,ISO,B,Control,C,0.753
2346,ISO,B,Control,D,0.152
2347,ISO,B,Experimental,A,0.187
2348,ISO,B,Experimental,B,0.753
2349,ISO,B,Experimental,C,0.753
2350,ISO,B,Experimental,A,0.187
2351,ISO,B,Experimental,B,0.753
2352,ISO,B,Experimental,C,0.753
2353,ISO,B,Control,A,0.753
2354,ISO,B,Control,B,0.753
2355,ISO,B,Control,C,0.753
2356,ISO,B,Control,D,0.152
2357,ISO,B,Control,A,0.753
2358,ISO,B,Control,B,0.753
2359,ISO,B,Control,C,0.753
2360,ISO,B,Control,D,0.152
2361,ISO,B,Experimental,A,0.187
2362,ISO,B,Experimental,B,0.753
2363,ISO,B,Experimental,C,0.753
2364,ISO,B,Experimental,A,0.187
2365,ISO,B,Experimental,B,0.753
2366,ISO,B,Experimental,C,0.753
2367,ISO,B,Control,A,0.753
2368,ISO,B,Control,B,0.753
2369,ISO,B,Control,C,0.753
2370,ISO,B,Control,D,0.152
2371,ISO,B,Control,A,0.753
2372,ISO,B,Control,B,0.753
2373,ISO,B,Control,C,0.753
2374,ISO,B,Control,D,0.152
2375,ISO,B,Experimental,A,0.187
2376,ISO,B,Experimental,B,0.753
2377,ISO,B,Experimental,C,0.753
2378,ISO,B,Experimental,A,0.187
2379,ISO,B,Experimental,B,0.753
2380,ISO,B,Experimental,C,0.753
2381,ISO,B,Control,A,0.753
2382,ISO,B,Control,B,0.753
2383,ISO,B,Control,C,0.753
2384,ISO,B,Control,D,0.152
2385,ISO,B,Control,A,0.753
2386,ISO,B,Control,B,0.753
2387,ISO,B,Control,C,0.753
2388,ISO,B,Control,D,0.152
2389,ISO,B,Experimental,A,0.187
2390,ISO,B,Experimental,B,0.753
2391,ISO,B,Experimental,C,0.753
2392,ISO,B,Experimental,A,0.187
2393,ISO,B,Experimental,B,0.753
2394,ISO,B,Experimental,C,0.753
2395,ISO,B,Control,A,0.753
2396,ISO,B,Control,B,0.753
2397,ISO,B,Control,C,0.753
2398,ISO,B,Control,D,0.152
2399,ISO,B,Control,A,0.753
2400,ISO,B,Control,B,0.753
2401,ISO,B,Control,C,0.753
2402,ISO,B,Control,D,0.152
2403,ISO,B,Experimental,A,0.187
2404,ISO,B,Experimental,B,0.753
2405,ISO,B,Experimental,C,0.753
2406,ISO,B,Experimental,A,0.187
2407,ISO,B,Experimental,B,0.753
2408,ISO,B,Experimental,C,0.753
2409,ISO,B,Control,A,0.753
2410,ISO,B,Control,B,0.753
2411,ISO,B,Control,C,0.753
2412,ISO,B,Control,D,0.152
2413,ISO,B,Control,A,0.753
2414,ISO,B,Control,B,0.753
2415,ISO,B,Control,C,0.753
2416,ISO,B,Control,D,0.152
2417,ISO,B,Experimental,A,0.187
2418,ISO,B,Experimental,B,0.753
2419,ISO,B,Experimental,C,0.753
2420,ISO,B,Experimental,A,0.187
2421,ISO,B,Experimental,B,0.753
2422,ISO,B,Experimental,C,0.753
2423,ISO,B,Control,A,0.753
2424,ISO,B,Control,B,0.753
2425,ISO,B,Control,C,0.753
2426,ISO,B,Control,D,0.152
2427,ISO,B,Control,A,0.753
2428,ISO,B,Control,B,0.753
2429,ISO,B,Control,C,0.753
2430,ISO,B,Control,D,0.152
2431,ISO,B,Experimental,A,0.187
2432,ISO,B,Experimental,B,0.753
2433,ISO,B,Experimental,C,0.753
2434,ISO,B,Experimental,A,0.187
2435,ISO,B,Experimental,B,0.753
2436,ISO,B,Experimental,C,0.753
2437,ISO,B,Control,A,0.753
2438,ISO,B,Control,B,0.753
2439,ISO,B,Control,C,0.753
2440,ISO,B,Control,D,0.152
2441,ISO,B,Control,A,0.753
2442,ISO,B,Control,B,0.753
2443,ISO,B,Control,C,0.753
2444,ISO,B,Control,D,0.152
2445,ISO,B,Experimental,A,0.187
2446,ISO,B,Experimental,B,0.753
2447,ISO,B,Experimental,C,0.753
2448,ISO,B,Experimental,A,0.187
2449,ISO,B,Experimental,B,0.753
2450,ISO,B,Experimental,C,0.753
2451,ISO,B,Control,A,0.753
2452,ISO,B,Control,B,0.753
2453,ISO,B,Control,C,0.753
2454,ISO,B,Control,D,0.152
2455,ISO,B,Control,A,0.753
2456,ISO,B,Control,B,0.753
2457,ISO,B,Control,C,0.753
2458,ISO,B,Control,D,0.152
2459,ISO,B,Experimental,A,0.187
2460,ISO,B,Experimental,B,0.753
2461,ISO,B,Experimental,C,0.753
2462,ISO,B,Experimental,A,0.187
2463,ISO,B,Experimental,B,0.753
2464,ISO,B,Experimental,C,0.753
2465,ISO,B,Control,A,0.753
2466,ISO,B,Control,B,0.753
2467,ISO,B,Control,C,0.753
2468,ISO,B,Control,D,0.152
2469,ISO,B,Control,A,0.753
2470,ISO,B,Control,B,0.753
2471,ISO,B,Control,C,0.753
2472,ISO,B,Control,D,0.152
2473,ISO,B,Experimental,A,0.187
2474,ISO,B,Experimental,B,0.753
2475,ISO,B,Experimental,C,0.753
2476,ISO,B,Experimental,A,0.187
2477,ISO,B,Experimental,B,0.753
2478,ISO,B,Experimental,C,0.753
2479,ISO,B,Control,A,0.753
2480,ISO,B,Control,B,0.753
2481,ISO,B,Control,C,0.753
2482,ISO,B,Control,D,0.152
2483,ISO,B,Control,A,0.753
2484,ISO,B,Control,B,0.753
2485,ISO,B,Control,C,0.753
2486,ISO,B,Control,D,0.152
2487,ISO,B,Experimental,A,0.187
2488,ISO,B,Experimental,B,0.753
2489,ISO,B,Experimental,C,0.753
2490,ISO,B,Experimental,A,0.187
2491,ISO,B,Experimental,B,0.753
2492,ISO,B,Experimental,C,0.753
2493,ISO,B,Control,A,0.753
2494,ISO,B,Control,B,0.753
2495,ISO,B,Control,C,0.753
2496,ISO,B,Control,D,0.152
2497,ISO,B,Control,A,0.753
2498,ISO,B,Control,B,0.753
2499,ISO,B,Control,C,0.753
2500,ISO,B,Control,D,0.152
2501,ISO,B,Experimental,A,0.187
2502,ISO,B,Experimental,B,0.753
2503,ISO,B,Experimental,C,0.753
2504,ISO,B,Experimental,A,0.187
2505,ISO,B,Experimental,B,0.753
2506,ISO,B,Experimental,C,0.753
2507,ISO,B,Control,A,0.753
2508,ISO,B,Control,B,0.753
2509,ISO,B,Control,C,0.753
2510,ISO,B,Control,D,0.152
2511,ISO,B,Control,A,0.753
2512,ISO,B,Control,B,0.753
2513,ISO,B,Control,C,0.753
2514,ISO,B,Control,D,0.152
2515,ISO,B,Experimental,A,0.187
2516,ISO,B,Experimental,B,0.753
2517,ISO,B,Experimental,C,0.753
2518,ISO,B,Experimental,A,0.187
2519,ISO,B,Experimental,B,0.753
2520,ISO,B,Experimental,C,0.753
2521,ISO,B,Control,A,0.753
2522,ISO,B,Control,B,0.753
2523,ISO,B,Control,C,0.753
2524,ISO,B,Control,D,0.152
2525,ISO,B,Control,A,0.753
2526,ISO,B,Control,B,0.753
2527,ISO,B,Control,C,0.753
2528,ISO,B,Control,D,0.152
2529,ISO,B,Experimental,A,0.187
2530,ISO,B,Experimental,B,0.753
2531,ISO,B,Experimental,C,0.753
2532,ISO,B,Experimental,A,0.187
2533,ISO,B,Experimental,B,0.753
2534,ISO,B,Experimental,C,0.753
2535,ISO,B,Control,A,0.753
2536,ISO,B,Control,B,0.753
2537,ISO,B,Control,C,0.753
2538,ISO,B,Control,D,0.152
2539,ISO,B,Control,A,0.753
2540,ISO,B,Control,B,0.753
2541,ISO,B,Control,C,0.753
2542,ISO,B,Control,D,0.152
2543,ISO,B,Experimental,A,0.187
2544,ISO,B,Experimental,B,0.753
2545,ISO,B,Experimental,C,0.753
2546,ISO,B,Experimental,A,0.187
2547,ISO,B,Experimental,B,0.753
2548,ISO,B,Experimental,C,0.753
2549,ISO,B,Control,A,0.753
2550,ISO,B,Control,B,0.753
2551,ISO,B,Control,C,0.753
2552,ISO,B,Control,D,0.152
2553,ISO,B,Control,A,0.753
2554,ISO,B,Control,B,0.753
2555,ISO,B,Control,C,0.753
2556,ISO,B,Control,D,0.152
2557,ISO,B,Experimental,A,0.187
2558,ISO,B,Experimental,B,0.753
2559,ISO,B,Experimental,C,0.753
2560,ISO,B,Experimental,A,0.187
2561,ISO,B,Experimental,B,0.753
2562,ISO,B,Experimental,C,0.753
2563,ISO,B,Control,A,0.753
2564,ISO,B,Control,B,0.753
2565,ISO,B,Control,C,0.753
2566,ISO,B,Control,D,0.152
2567,ISO,B,Control,A,0.753
2568,ISO,B,Control,B,0.753
2569,ISO,B,Control,C,0.753
2570,ISO,B,Control,D,0.152
2571,ISO,B,Experimental,A,0.187
2572,ISO,B,Experimental,B,0.753
2573,ISO,B,Experimental,C,0.753
2574,ISO,B,Experimental,A,0.187
2575,ISO,B,Experimental,B,0.753
2576,ISO,B,Experimental,C,0.753
2577,ISO,B,Control,A,0.753
2578,ISO,B,Control,B,0.753
2579,ISO,B,Control,C,0.753
2580,ISO,B,Control,D,0.152
2581,ISO,B,Control,A,0.753
2582,ISO,B,Control,B,0.753
2583,ISO,B,Control,C,0.753
2584,ISO,B,Control,D,0.152
2585,ISO,B,Experimental,A,0.187
2586,ISO,B,Experimental,B,0.753
2587,ISO,B,Experimental,C,0.753
2588,ISO,B,Experimental,A,0.187
2589,ISO,B,Experimental,B,0.753
2590,ISO,B,Experimental,C,0.753
2591,ISO,B,Control,A,0.753
2592,ISO,B,Control,B,0.753
2593,ISO,B,Control,C,0.753
2594,ISO,B,Control,D,0.152
2595,ISO,B,Control,A,0.753
2596,ISO,B,Control,B,0.753
2597,ISO,B,Control,C,0.753
2598,ISO,B,Control,D,0.152
2599,ISO,B,Experimental,A,0.187
2600,ISO,B,Experimental,B,0.753
2601,ISO,B,Experimental,C,0.753
2602,ISO,B,Experimental,A,0.187
2603,ISO,B,Experimental,B,0.753
2604,ISO,B,Experimental,C,0.753
2605,ISO,B,Control,A,0.753
2606,ISO,B,Control,B,0.753
2607,ISO,B,Control,C,0.753
2608,ISO,B,Control,D,0.152
2609,ISO,B,Control,A,0.753
2610,ISO,B,Control,B,0.753
2611,ISO,B,Control,C,0.753
2612,ISO,B,Control,D,0.152
2613,ISO,B,Experimental,A,0.187
2614,ISO,B,Experimental,B,0.753
2615,ISO,B,Experimental,C,0.753
2616,ISO,B,Experimental,A,0.187
2617,ISO,B,Experimental,B,0.753
2618,ISO,B,Experimental,C,0.753
2619,ISO,B,Control,A,0.753
2620,ISO,B,Control,B,0.753
2621,ISO,B,Control,C,0.753
2622,ISO,B,Control,D,0.152
2623,ISO,B,Control,A,0.753
2624,ISO,B,Control,B,0.753
2625,ISO,B,Control,C,0.753
2626,ISO,B,Control,D,0.152
2627,ISO,B,Experimental,A,0.187
2628,ISO,B,Experimental,B,0.753
2629,ISO,B,Experimental,C,0.753
2630,ISO,B,Experimental,A,0.187
2631,ISO,B,Experimental,B,0.753
2632,ISO,B,Experimental,C,0.753
2633,ISO,B,Control,A,0.753
2634,ISO,B,Control,B,0.753
2635,ISO,B,Control,C,0.753
2636,ISO,B,Control,D,0.152
2637,ISO,B,Control,A,0.753
2638,ISO,B,Control,B,0.753
2639,ISO,B,Control,C,0.753
2640,ISO,B,Control,D,0.152
2641,ISO,B,Experimental,A,0.187
2642,ISO,B,Experimental,B,0.753
2643,ISO,B,Experimental,C,0.753
2644,ISO,B,Experimental,A,0.187
2645,ISO,B,Experimental,B,0.753
2646,ISO,B,Experimental,C,0.753
2647,ISO,B,Control,A,0.753
2648,ISO,B,Control,B,0.753
2649,ISO,B,Control,C,0.753
2650,ISO,B,Control,D,0.152
