ID,condition,subcondition,trialType,objects,ratings
1468,BB,D,Experimental,A,0.862
1469,BB,D,Experimental,B,0.789
1470,BB,D,Experimental,C,0.646
1471,BB,D,Control,A,0.714
1472,BB,D,Control,B,0.751
1473,BB,D,Control,C,0.87
1474,BB,D,Control,D,0.849
1475,BB,D,Experimental,A,0.869
1476,BB,D,Experimental,B,0.713
1477,BB,D,Experimental,C,0.869
1478,BB,D,Control,A,0.751
1479,BB,D,Control,B,0.71
1480,BB,D,Control,C,0.843
1481,BB,D,Control,D,0.847
1482,BB,D,Experimental,A,0.86
1483,BB,D,Experimental,B,0.767
1484,BB,D,Experimental,C,0.682
1485,BB,D,Control,A,0.751
1486,BB,D,Control,B,0.55
1487,BB,D,Control,C,0.892
1488,BB,D,Control,D,0.856
1489,BB,D,Experimental,A,0.877
1490,BB,D,Experimental,B,0.666
1491,BB,D,Experimental,C,0.741
1492,BB,D,Control,A,0.646
1493,BB,D,Control,B,0.894
1494,BB,D,Control,C,0.736
1495,BB,D,Control,D,0.855
1496,BB,D,Experimental,A,0.862
1497,BB,D,Experimental,B,0.7
1498,BB,D,Experimental,C,0.715
1499,BB,D,Control,A,0.755
1500,BB,D,Control,B,0.812
1501,BB,D,Control,C,0.817
1502,BB,D,Control,D,0.846
1503,BB,D,Experimental,A,0.856
1504,BB,D,Experimental,B,0.805
1505,BB,D,Experimental,C,0.747
1506,BB,D,Control,A,0.484
1507,BB,D,Control,B,0.801
1508,BB,D,Control,C,0.829
1509,BB,D,Control,D,0.852
1510,BB,D,Experimental,A,0.885
1511,BB,D,Experimental,B,0.49
1512,BB,D,Experimental,C,0.79
1513,BB,D,Control,A,0.762
1514,BB,D,Control,B,0.755
1515,BB,D,Control,C,0.696
1516,BB,D,Control,D,0.85
1517,BB,D,Experimental,A,0.866
1518,BB,D,Experimental,B,0.628
1519,BB,D,Experimental,C,0.794
1520,BB,D,Control,A,0.662
1521,BB,D,Control,B,0.81
1522,BB,D,Control,C,0.693
1523,BB,D,Control,D,0.85
1524,BB,D,Experimental,A,0.853
1525,BB,D,Experimental,B,0.776
1526,BB,D,Experimental,C,0.795
1527,BB,D,Control,A,0.809
1528,BB,D,Control,B,0.689
1529,BB,D,Control,C,0.713
1530,BB,D,Control,D,0.855
1531,BB,D,Experimental,A,0.864
1532,BB,D,Experimental,B,0.889
1533,BB,D,Experimental,C,0.585
1534,BB,D,Control,A,0.693
1535,BB,D,Control,B,0.651
1536,BB,D,Control,C,0.914
1537,BB,D,Control,D,0.848
1538,BB,D,Experimental,A,0.864
1539,BB,D,Experimental,B,0.823
1540,BB,D,Experimental,C,0.796
1541,BB,D,Control,A,0.708
1542,BB,D,Control,B,0.682
1543,BB,D,Control,C,0.903
1544,BB,D,Control,D,0.845
1545,BB,D,Experimental,A,0.859
1546,BB,D,Experimental,B,0.906
1547,BB,D,Experimental,C,0.624
1548,BB,D,Control,A,0.733
1549,BB,D,Control,B,0.842
1550,BB,D,Control,C,0.663
1551,BB,D,Control,D,0.848
1552,BB,D,Experimental,A,0.877
1553,BB,D,Experimental,B,0.808
1554,BB,D,Experimental,C,0.522
1555,BB,D,Control,A,0.825
1556,BB,D,Control,B,0.599
1557,BB,D,Control,C,0.822
1558,BB,D,Control,D,0.848
1559,BB,D,Experimental,A,0.895
1560,BB,D,Experimental,B,0.741
1561,BB,D,Experimental,C,0.596
1562,BB,D,Control,A,0.871
1563,BB,D,Control,B,0.688
1564,BB,D,Control,C,0.69
1565,BB,D,Control,D,0.832
1566,BB,D,Experimental,A,0.855
1567,BB,D,Experimental,B,0.782
1568,BB,D,Experimental,C,0.747
1569,BB,D,Control,A,0.866
1570,BB,D,Control,B,0.793
1571,BB,D,Control,C,0.649
1572,BB,D,Control,D,0.859
1573,BB,D,Experimental,A,0.856
1574,BB,D,Experimental,B,0.702
1575,BB,D,Experimental,C,0.822
1576,BB,D,Control,A,0.76
1577,BB,D,Control,B,0.807
1578,BB,D,Control,C,0.623
1579,BB,D,Control,D,0.854
1580,BB,D,Experimental,A,0.882
1581,BB,D,Experimental,B,0.731
1582,BB,D,Experimental,C,0.817
1583,BB,D,Control,A,0.742
1584,BB,D,Control,B,0.639
1585,BB,D,Control,C,0.849
1586,BB,D,Control,D,0.859
1587,BB,D,Experimental,A,0.859
1588,BB,D,Experimental,B,0.783
1589,BB,D,Experimental,C,0.692
1590,BB,D,Control,A,0.681
1591,BB,D,Control,B,0.873
1592,BB,D,Control,C,0.673
1593,BB,D,Control,D,0.827
1594,BB,D,Experimental,A,0.855
1595,BB,D,Experimental,B,0.82
1596,BB,D,Experimental,C,0.831
1597,BB,D,Control,A,0.753
1598,BB,D,Control,B,0.734
1599,BB,D,Control,C,0.697
1600,BB,D,Control,D,0.84
1601,BB,D,Experimental,A,0.871
1602,BB,D,Experimental,B,0.698
1603,BB,D,Experimental,C,0.733
1604,BB,D,Control,A,0.711
1605,BB,D,Control,B,0.857
1606,BB,D,Control,C,0.716
1607,BB,D,Control,D,0.848
1608,BB,D,Experimental,A,0.856
1609,BB,D,Experimental,B,0.74
1610,BB,D,Experimental,C,0.875
1611,BB,D,Control,A,0.797
1612,BB,D,Control,B,0.723
1613,BB,D,Control,C,0.74
1614,BB,D,Control,D,0.831
1615,BB,D,Experimental,A,0.906
1616,BB,D,Experimental,B,0.649
1617,BB,D,Experimental,C,0.762
1618,BB,D,Control,A,0.762
1619,BB,D,Control,B,0.767
1620,BB,D,Control,C,0.598
1621,BB,D,Control,D,0.855
1622,BB,D,Experimental,A,0.861
1623,BB,D,Experimental,B,0.766
1624,BB,D,Experimental,C,0.651
1625,BB,D,Control,A,0.682
1626,BB,D,Control,B,0.885
1627,BB,D,Control,C,0.743
1628,BB,D,Control,D,0.849
1629,BB,D,Experimental,A,0.859
1630,BB,D,Experimental,B,0.787
1631,BB,D,Experimental,C,0.73
1632,BB,D,Control,A,0.831
1633,BB,D,Control,B,0.693
1634,BB,D,Control,C,0.782
1635,BB,D,Control,D,0.852
1636,BB,D,Experimental,A,0.859
1637,BB,D,Experimental,B,0.696
1638,BB,D,Experimental,C,0.743
1639,BB,D,Control,A,0.756
1640,BB,D,Control,B,0.615
1641,BB,D,Control,C,0.807
1642,BB,D,Control,D,0.852
1643,BB,D,Experimental,A,0.86
1644,BB,D,Experimental,B,0.869
1645,BB,D,Experimental,C,0.66
1646,BB,D,Control,A,0.814
1647,BB,D,Control,B,0.724
1648,BB,D,Control,C,0.805
1649,BB,D,Control,D,0.822
1650,BB,D,Experimental,A,0.864
1651,BB,D,Experimental,B,0.886
1652,BB,D,Experimental,C,0.642
1653,BB,D,Control,A,0.861
1654,BB,D,Control,B,0.772
1655,BB,D,Control,C,0.593
1656,BB,D,Control,D,0.839
1657,BB,D,Experimental,A,0.88
1658,BB,D,Experimental,B,0.762
1659,BB,D,Experimental,C,0.569
1660,BB,D,Control,A,0.737
1661,BB,D,Control,B,0.609
1662,BB,D,Control,C,0.855
1663,BB,D,Control,D,0.853
1664,BB,D,Experimental,A,0.887
1665,BB,D,Experimental,B,0.55
1666,BB,D,Experimental,C,0.748
1667,BB,D,Control,A,0.655
1668,BB,D,Control,B,0.692
1669,BB,D,Control,C,0.876
1670,BB,D,Control,D,0.857
1671,BB,D,Experimental,A,0.872
1672,BB,D,Experimental,B,0.798
1673,BB,D,Experimental,C,0.741
1674,BB,D,Control,A,0.599
1675,BB,D,Control,B,0.755
1676,BB,D,Control,C,0.772
1677,BB,D,Control,D,0.849
1678,BB,D,Experimental,A,0.876
1679,BB,D,Experimental,B,0.727
1680,BB,D,Experimental,C,0.838
1681,BB,D,Control,A,0.688
1682,BB,D,Control,B,0.708
1683,BB,D,Control,C,0.808
1684,BB,D,Control,D,0.851
1685,BB,D,Experimental,A,0.86
1686,BB,D,Experimental,B,0.771
1687,BB,D,Experimental,C,0.857
1688,BB,D,Control,A,0.897
1689,BB,D,Control,B,0.739
1690,BB,D,Control,C,0.631
1691,BB,D,Control,D,0.853
1692,BB,D,Experimental,A,0.905
1693,BB,D,Experimental,B,0.728
1694,BB,D,Experimental,C,0.75
1695,BB,D,Control,A,0.689
1696,BB,D,Control,B,0.696
1697,BB,D,Control,C,0.832
1698,BB,D,Control,D,0.851
1699,BB,D,Experimental,A,0.854
1700,BB,D,Experimental,B,0.788
1701,BB,D,Experimental,C,0.769
1702,BB,D,Control,A,0.829
1703,BB,D,Control,B,0.721
1704,BB,D,Control,C,0.781
1705,BB,D,Control,D,0.846
1706,BB,D,Experimental,A,0.865
1707,BB,D,Experimental,B,0.658
1708,BB,D,Experimental,C,0.751
1709,BB,D,Control,A,0.698
1710,BB,D,Control,B,0.852
1711,BB,D,Control,C,0.6
1712,BB,D,Control,D,0.841
1713,BB,D,Experimental,A,0.865
1714,BB,D,Experimental,B,0.831
1715,BB,D,Experimental,C,0.811
1716,BB,D,Control,A,0.707
1717,BB,D,Control,B,0.776
1718,BB,D,Control,C,0.651
1719,BB,D,Control,D,0.836
1720,BB,D,Experimental,A,0.893
1721,BB,D,Experimental,B,0.74
1722,BB,D,Experimental,C,0.786
1723,BB,D,Control,A,0.549
1724,BB,D,Control,B,0.81
1725,BB,D,Control,C,0.817
1726,BB,D,Control,D,0.853
1727,BB,D,Experimental,A,0.872
1728,BB,D,Experimental,B,0.755
1729,BB,D,Experimental,C,0.7
1730,BB,D,Control,A,0.79
1731,BB,D,Control,B,0.63
1732,BB,D,Control,C,0.751
1733,BB,D,Control,D,0.826
1734,BB,D,Experimental,A,0.871
1735,BB,D,Experimental,B,0.742
1736,BB,D,Experimental,C,0.621
1737,BB,D,Control,A,0.835
1738,BB,D,Control,B,0.699
1739,BB,D,Control,C,0.622
1740,BB,D,Control,D,0.853
1741,BB,D,Experimental,A,0.855
1742,BB,D,Experimental,B,0.76
1743,BB,D,Experimental,C,0.864
1744,BB,D,Control,A,0.804
1745,BB,D,Control,B,0.782
1746,BB,D,Control,C,0.606
1747,BB,D,Control,D,0.849
1748,BB,D,Experimental,A,0.895
1749,BB,D,Experimental,B,0.701
1750,BB,D,Experimental,C,0.774
1751,BB,D,Control,A,0.596
1752,BB,D,Control,B,0.79
1753,BB,D,Control,C,0.796
1754,BB,D,Control,D,0.829
1755,BB,D,Experimental,A,0.865
1756,BB,D,Experimental,B,0.797
1757,BB,D,Experimental,C,0.757
1758,BB,D,Control,A,0.757
1759,BB,D,Control,B,0.822
1760,BB,D,Control,C,0.77
1761,BB,D,Control,D,0.847
1762,BB,D,Experimental,A,0.869
1763,BB,D,Experimental,B,0.756
1764,BB,D,Experimental,C,0.636
1765,BB,D,Control,A,0.637
1766,BB,D,Control,B,0.752
1767,BB,D,Control,C,0.839
1768,BB,D,Control,D,0.849
1769,BB,D,Experimental,A,0.898
1770,BB,D,Experimental,B,0.703
1771,BB,D,Experimental,C,0.774
1772,BB,D,Control,A,0.57
1773,BB,D,Control,B,0.835
1774,BB,D,Control,C,0.801
1775,BB,D,Control,D,0.85
1776,BB,D,Experimental,A,0.874
1777,BB,D,Experimental,B,0.69
1778,BB,D,Experimental,C,0.835
1779,BB,D,Control,A,0.75
1780,BB,D,Control,B,0.777
1781,BB,D,Control,C,0.798
1782,BB,D,Control,D,0.852
1783,BB,D,Experimental,A,0.866
1784,BB,D,Experimental,B,0.799
1785,BB,D,Experimental,C,0.846
1786,BB,D,Control,A,0.783
1787,BB,D,Control,B,0.851
1788,BB,D,Control,C,0.727
1789,BB,D,Control,D,0.85
1790,BB,D,Experimental,A,0.885
1791,BB,D,Experimental,B,0.754
1792,BB,D,Experimental,C,0.699
1793,ISO,A,Experimental,A,0.225
1794,ISO,A,Experimental,B,0.849
1795,ISO,A,Experimental,C,0.653
1796,ISO,A,Control,A,0.546
1797,ISO,A,Control,B,0.827
1798,ISO,A,Control,C,0.777
1799,ISO,A,Control,D,0.155
1800,ISO,A,Experimental,A,0.156
1801,ISO,A,Experimental,B,0.793
1802,ISO,A,Experimental,C,0.853
1803,ISO,A,Control,A,0.756
1804,ISO,A,Control,B,0.68
1805,ISO,A,Control,C,0.763
1806,ISO,A,Control,D,0.156
1807,ISO,A,Experimental,A,0.166
1808,ISO,A,Experimental,B,0.843
1809,ISO,A,Experimental,C,0.788
1810,ISO,A,Control,A,0.641
1811,ISO,A,Control,B,0.845
1812,ISO,A,Control,C,0.667
1813,ISO,A,Control,D,0.167
1814,ISO,A,Experimental,A,0.387
1815,ISO,A,Experimental,B,0.72
1816,ISO,A,Experimental,C,0.615
1817,ISO,A,Control,A,0.59
1818,ISO,A,Control,B,0.876
1819,ISO,A,Control,C,0.774
1820,ISO,A,Control,D,0.154
1821,ISO,A,Experimental,A,0.167
1822,ISO,A,Experimental,B,0.721
1823,ISO,A,Experimental,C,0.901
1824,ISO,A,Control,A,0.83
1825,ISO,A,Control,B,0.811
1826,ISO,A,Control,C,0.572
1827,ISO,A,Control,D,0.158
1828,ISO,A,Experimental,A,0.178
1829,ISO,A,Experimental,B,0.802
1830,ISO,A,Experimental,C,0.663
1831,ISO,A,Control,A,0.721
1832,ISO,A,Control,B,0.599
1833,ISO,A,Control,C,0.877
1834,ISO,A,Control,D,0.177
1835,ISO,A,Experimental,A,0.19
1836,ISO,A,Experimental,B,0.767
1837,ISO,A,Experimental,C,0.828
1838,ISO,A,Control,A,0.792
1839,ISO,A,Control,B,0.567
1840,ISO,A,Control,C,0.777
1841,ISO,A,Control,D,0.161
1842,ISO,A,Experimental,A,0.349
1843,ISO,A,Experimental,B,0.615
1844,ISO,A,Experimental,C,0.686
1845,ISO,A,Control,A,0.607
1846,ISO,A,Control,B,0.721
1847,ISO,A,Control,C,0.884
1848,ISO,A,Control,D,0.156
1849,ISO,A,Experimental,A,0.162
1850,ISO,A,Experimental,B,0.693
1851,ISO,A,Experimental,C,0.801
1852,ISO,A,Control,A,0.845
1853,ISO,A,Control,B,0.751
1854,ISO,A,Control,C,0.747
1855,ISO,A,Control,D,0.142
1856,ISO,A,Experimental,A,0.192
1857,ISO,A,Experimental,B,0.709
1858,ISO,A,Experimental,C,0.804
1859,ISO,A,Control,A,0.759
1860,ISO,A,Control,B,0.601
1861,ISO,A,Control,C,0.866
1862,ISO,A,Control,D,0.156
1863,ISO,A,Experimental,A,0.224
1864,ISO,A,Experimental,B,0.538
1865,ISO,A,Experimental,C,0.791
1866,ISO,A,Control,A,0.764
1867,ISO,A,Control,B,0.819
1868,ISO,A,Control,C,0.629
1869,ISO,A,Control,D,0.163
1870,ISO,A,Experimental,A,0.266
1871,ISO,A,Experimental,B,0.707
1872,ISO,A,Experimental,C,0.776
1873,ISO,A,Control,A,0.859
1874,ISO,A,Control,B,0.492
1875,ISO,A,Control,C,0.797
1876,ISO,A,Control,D,0.177
1877,ISO,A,Experimental,A,0.179
1878,ISO,A,Experimental,B,0.639
1879,ISO,A,Experimental,C,0.898
1880,ISO,A,Control,A,0.845
1881,ISO,A,Control,B,0.82
1882,ISO,A,Control,C,0.556
1883,ISO,A,Control,D,0.15
1884,ISO,A,Experimental,A,0.161
1885,ISO,A,Experimental,B,0.752
1886,ISO,A,Experimental,C,0.797
1887,ISO,A,Control,A,0.868
1888,ISO,A,Control,B,0.687
1889,ISO,A,Control,C,0.729
1890,ISO,A,Control,D,0.152
1891,ISO,A,Experimental,A,0.253
1892,ISO,A,Experimental,B,0.697
1893,ISO,A,Experimental,C,0.742
1894,ISO,A,Control,A,0.862
1895,ISO,A,Control,B,0.734
1896,ISO,A,Control,C,0.598
1897,ISO,A,Control,D,0.144
1898,ISO,A,Experimental,A,0.218
1899,ISO,A,Experimental,B,0.607
1900,ISO,A,Experimental,C,0.753
1901,ISO,A,Control,A,0.889
1902,ISO,A,Control,B,0.625
1903,ISO,A,Control,C,0.747
1904,ISO,A,Control,D,0.15
1905,ISO,A,Experimental,A,0.17
1906,ISO,A,Experimental,B,0.676
1907,ISO,A,Experimental,C,0.898
1908,ISO,A,Control,A,0.722
1909,ISO,A,Control,B,0.852
1910,ISO,A,Control,C,0.776
1911,ISO,A,Control,D,0.15
1912,ISO,A,Experimental,A,0.16
1913,ISO,A,Experimental,B,0.774
1914,ISO,A,Experimental,C,0.815
1915,ISO,A,Control,A,0.645
1916,ISO,A,Control,B,0.713
1917,ISO,A,Control,C,0.798
1918,ISO,A,Control,D,0.15
1919,ISO,A,Experimental,A,0.211
1920,ISO,A,Experimental,B,0.689
1921,ISO,A,Experimental,C,0.855
1922,ISO,A,Control,A,0.834
1923,ISO,A,Control,B,0.547
1924,ISO,A,Control,C,0.756
1925,ISO,A,Control,D,0.163
1926,ISO,A,Experimental,A,0.205
1927,ISO,A,Experimental,B,0.617
1928,ISO,A,Experimental,C,0.811
1929,ISO,A,Control,A,0.762
1930,ISO,A,Control,B,0.751
1931,ISO,A,Control,C,0.618
1932,ISO,A,Control,D,0.158
1933,ISO,A,Experimental,A,0.224
1934,ISO,A,Experimental,B,0.727
1935,ISO,A,Experimental,C,0.724
1936,ISO,A,Control,A,0.889
1937,ISO,A,Control,B,0.699
1938,ISO,A,Control,C,0.628
1939,ISO,A,Control,D,0.145
1940,ISO,A,Experimental,A,0.202
1941,ISO,A,Experimental,B,0.764
1942,ISO,A,Experimental,C,0.754
1943,ISO,A,Control,A,0.891
1944,ISO,A,Control,B,0.663
1945,ISO,A,Control,C,0.726
1946,ISO,A,Control,D,0.147
1947,ISO,A,Experimental,A,0.191
1948,ISO,A,Experimental,B,0.766
1949,ISO,A,Experimental,C,0.774
1950,ISO,A,Control,A,0.644
1951,ISO,A,Control,B,0.756
1952,ISO,A,Control,C,0.813
1953,ISO,A,Control,D,0.153
1954,ISO,A,Experimental,A,0.215
1955,ISO,A,Experimental,B,0.714
1956,ISO,A,Experimental,C,0.84
1957,ISO,A,Control,A,0.871
1958,ISO,A,Control,B,0.74
1959,ISO,A,Control,C,0.697
1960,ISO,A,Control,D,0.16
1961,ISO,A,Experimental,A,0.408
1962,ISO,A,Experimental,B,0.706
1963,ISO,A,Experimental,C,0.721
1964,ISO,A,Control,A,0.738
1965,ISO,A,Control,B,0.829
1966,ISO,A,Control,C,0.714
1967,ISO,A,Control,D,0.152
1968,ISO,A,Experimental,A,0.205
1969,ISO,A,Experimental,B,0.612
1970,ISO,A,Experimental,C,0.741
1971,ISO,A,Control,A,0.667
1972,ISO,A,Control,B,0.804
1973,ISO,A,Control,C,0.817
1974,ISO,A,Control,D,0.149
1975,ISO,A,Experimental,A,0.176
1976,ISO,A,Experimental,B,0.654
1977,ISO,A,Experimental,C,0.879
1978,ISO,A,Control,A,0.852
1979,ISO,A,Control,B,0.691
1980,ISO,A,Control,C,0.622
1981,ISO,A,Control,D,0.15
1982,ISO,A,Experimental,A,0.253
1983,ISO,A,Experimental,B,0.785
1984,ISO,A,Experimental,C,0.63
1985,ISO,A,Control,A,0.84
1986,ISO,A,Control,B,0.542
1987,ISO,A,Control,C,0.79
1988,ISO,A,Control,D,0.153
1989,ISO,A,Experimental,A,0.264
1990,ISO,A,Experimental,B,0.501
1991,ISO,A,Experimental,C,0.784
1992,ISO,A,Control,A,0.657
1993,ISO,A,Control,B,0.92
1994,ISO,A,Control,C,0.659
1995,ISO,A,Control,D,0.157
1996,ISO,A,Experimental,A,0.186
1997,ISO,A,Experimental,B,0.6
1998,ISO,A,Experimental,C,0.776
1999,ISO,A,Control,A,0.855
2000,ISO,A,Control,B,0.608
2001,ISO,A,Control,C,0.717
2002,ISO,A,Control,D,0.159
2003,ISO,A,Experimental,A,0.264
2004,ISO,A,Experimental,B,0.811
2005,ISO,A,Experimental,C,0.457
2006,ISO,A,Control,A,0.686
2007,ISO,A,Control,B,0.88
2008,ISO,A,Control,C,0.672
2009,ISO,A,Control,D,0.169
2010,ISO,A,Experimental,A,0.158
2011,ISO,A,Experimental,B,0.852
2012,ISO,A,Experimental,C,0.785
2013,ISO,A,Control,A,0.8
2014,ISO,A,Control,B,0.846
2015,ISO,A,Control,C,0.665
2016,ISO,A,Control,D,0.145
2017,ISO,A,Experimental,A,0.162
2018,ISO,A,Experimental,B,0.837
2019,ISO,A,Experimental,C,0.705
2020,ISO,A,Control,A,0.683
2021,ISO,A,Control,B,0.777
2022,ISO,A,Control,C,0.676
2023,ISO,A,Control,D,0.15
2024,ISO,A,Experimental,A,0.185
2025,ISO,A,Experimental,B,0.774
2026,ISO,A,Experimental,C,0.719
2027,ISO,A,Control,A,0.807
2028,ISO,A,Control,B,0.632
2029,ISO,A,Control,C,0.805
2030,ISO,A,Control,D,0.15
2031,ISO,A,Experimental,A,0.168
2032,ISO,A,Experimental,B,0.921
2033,ISO,A,Experimental,C,0.667
2034,ISO,A,Control,A,0.621
2035,ISO,A,Control,B,0.83
2036,ISO,A,Control,C,0.797
2037,ISO,A,Control,D,0.157
2038,ISO,A,Experimental,A,0.2
2039,ISO,A,Experimental,B,0.607
2040,ISO,A,Experimental,C,0.865
2041,ISO,A,Control,A,0.811
2042,ISO,A,Control,B,0.805
2043,ISO,A,Control,C,0.691
2044,ISO,A,Control,D,0.172
2045,ISO,A,Experimental,A,0.167
2046,ISO,A,Experimental,B,0.732
2047,ISO,A,Experimental,C,0.825
2048,ISO,A,Control,A,0.732
2049,ISO,A,Control,B,0.655
2050,ISO,A,Control,C,0.854
2051,ISO,A,Control,D,0.169
2052,ISO,A,Experimental,A,0.235
2053,ISO,A,Experimental,B,0.768
2054,ISO,A,Experimental,C,0.554
2055,ISO,A,Control,A,0.797
2056,ISO,A,Control,B,0.699
2057,ISO,A,Control,C,0.799
2058,ISO,A,Control,D,0.154
2059,ISO,A,Experimental,A,0.161
2060,ISO,A,Experimental,B,0.81
2061,ISO,A,Experimental,C,0.695
2062,ISO,A,Control,A,0.79
2063,ISO,A,Control,B,0.863
2064,ISO,A,Control,C,0.662
2065,ISO,A,Control,D,0.151
2066,ISO,A,Experimental,A,0.181
2067,ISO,A,Experimental,B,0.779
2068,ISO,A,Experimental,C,0.854
2069,ISO,A,Control,A,0.65
2070,ISO,A,Control,B,0.717
2071,ISO,A,Control,C,0.902
2072,ISO,A,Control,D,0.152
2073,ISO,A,Experimental,A,0.168
2074,ISO,A,Experimental,B,0.884
2075,ISO,A,Experimental,C,0.748
2076,ISO,A,Control,A,0.709
2077,ISO,A,Control,B,0.805
2078,ISO,A,Control,C,0.75
2079,ISO,A,Control,D,0.149
2080,ISO,A,Experimental,A,0.162
2081,ISO,A,Experimental,B,0.745
2082,ISO,A,Experimental,C,0.812
2083,ISO,A,Control,A,0.636
2084,ISO,A,Control,B,0.866
2085,ISO,A,Control,C,0.767
2086,ISO,A,Control,D,0.163
2087,ISO,A,Experimental,A,0.207
2088,ISO,A,Experimental,B,0.556
2089,ISO,A,Experimental,C,0.772
2090,ISO,A,Control,A,0.749
2091,ISO,A,Control,B,0.883
2092,ISO,A,Control,C,0.602
2093,ISO,A,Control,D,0.168
2094,ISO,A,Experimental,A,0.168
2095,ISO,A,Experimental,B,0.803
2096,ISO,A,Experimental,C,0.65
2097,ISO,A,Control,A,0.706
2098,ISO,A,Control,B,0.822
2099,ISO,A,Control,C,0.677
2100,ISO,A,Control,D,0.143
2101,ISO,A,Experimental,A,0.193
2102,ISO,A,Experimental,B,0.638
2103,ISO,A,Experimental,C,0.875
2104,ISO,A,Control,A,0.896
2105,ISO,A,Control,B,0.665
2106,ISO,A,Control,C,0.673
2107,ISO,A,Control,D,0.176
2108,ISO,A,Experimental,A,0.266
2109,ISO,A,Experimental,B,0.809
2110,ISO,A,Experimental,C,0.456
2111,ISO,A,Control,A,0.81
2112,ISO,A,Control,B,0.594
2113,ISO,A,Control,C,0.784
2114,ISO,A,Control,D,0.157
2115,ISO,A,Experimental,A,0.184
2116,ISO,A,Experimental,B,0.71
2117,ISO,A,Experimental,C,0.862
2118,ISO,A,Control,A,0.824
2119,ISO,A,Control,B,0.575
2120,ISO,A,Control,C,0.751
2121,ISO,A,Control,D,0.151
2122,ISO,A,Experimental,A,0.176
2123,ISO,A,Experimental,B,0.592
2124,ISO,A,Experimental,C,0.848
2125,ISO,A,Control,A,0.734
2126,ISO,A,Control,B,0.838
2127,ISO,A,Control,C,0.699
2128,ISO,A,Control,D,0.15
2129,ISO,A,Experimental,A,0.172
2130,ISO,A,Experimental,B,0.82
2131,ISO,A,Experimental,C,0.71
2132,ISO,A,Control,A,0.718
2133,ISO,A,Control,B,0.664
2134,ISO,A,Control,C,0.775
2135,ISO,A,Control,D,0.153
2136,ISO,A,Experimental,A,0.181
2137,ISO,A,Experimental,B,0.815
2138,ISO,A,Experimental,C,0.642
2139,ISO,A,Control,A,0.803
2140,ISO,A,Control,B,0.805
2141,ISO,A,Control,C,0.776
2142,ISO,A,Control,D,0.155
2143,ISO,A,Experimental,A,0.215
2144,ISO,A,Experimental,B,0.824
2145,ISO,A,Experimental,C,0.475
2146,ISO,A,Control,A,0.872
2147,ISO,A,Control,B,0.735
2148,ISO,A,Control,C,0.752
2149,ISO,A,Control,D,0.14
2150,ISO,A,Experimental,A,0.223
2151,ISO,A,Experimental,B,0.654
2152,ISO,A,Experimental,C,0.843
2153,ISO,A,Control,A,0.796
2154,ISO,A,Control,B,0.825
2155,ISO,A,Control,C,0.518
2156,ISO,A,Control,D,0.15
2157,ISO,A,Experimental,A,0.279
2158,ISO,A,Experimental,B,0.809
2159,ISO,A,Experimental,C,0.472
2160,ISO,A,Control,A,0.718
2161,ISO,A,Control,B,0.78
2162,ISO,A,Control,C,0.701
2163,ISO,A,Control,D,0.157
2164,ISO,A,Experimental,A,0.176
2165,ISO,A,Experimental,B,0.681
2166,ISO,A,Experimental,C,0.873
2167,ISO,A,Control,A,0.784
2168,ISO,A,Control,B,0.779
2169,ISO,A,Control,C,0.722
2170,ISO,A,Control,D,0.143
2171,ISO,A,Experimental,A,0.211
2172,ISO,A,Experimental,B,0.826
2173,ISO,A,Experimental,C,0.489
2174,ISO,A,Control,A,0.805
2175,ISO,A,Control,B,0.661
2176,ISO,A,Control,C,0.696
2177,ISO,A,Control,D,0.162
2178,ISO,A,Experimental,A,0.186
2179,ISO,A,Experimental,B,0.718
2180,ISO,A,Experimental,C,0.716
2181,ISO,A,Control,A,0.766
2182,ISO,A,Control,B,0.524
2183,ISO,A,Control,C,0.85
2184,ISO,A,Control,D,0.159
2185,ISO,A,Experimental,A,0.396
2186,ISO,A,Experimental,B,0.716
2187,ISO,A,Experimental,C,0.605
2188,ISO,A,Control,A,0.77
2189,ISO,A,Control,B,0.818
2190,ISO,A,Control,C,0.533
2191,ISO,A,Control,D,0.153
2192,ISO,A,Experimental,A,0.2
2193,ISO,A,Experimental,B,0.574
2194,ISO,A,Experimental,C,0.859
2195,ISO,A,Control,A,0.786
2196,ISO,A,Control,B,0.72
2197,ISO,A,Control,C,0.748
2198,ISO,A,Control,D,0.152
2199,ISO,A,Experimental,A,0.178
2200,ISO,A,Experimental,B,0.661
2201,ISO,A,Experimental,C,0.784
2202,ISO,A,Control,A,0.844
2203,ISO,A,Control,B,0.749
2204,ISO,A,Control,C,0.545
2205,ISO,A,Control,D,0.15
2206,ISO,A,Experimental,A,0.156
2207,ISO,A,Experimental,B,0.823
2208,ISO,A,Experimental,C,0.79
2209,ISO,A,Control,A,0.687
2210,ISO,A,Control,B,0.695
2211,ISO,A,Control,C,0.776
2212,ISO,A,Control,D,0.146
2213,ISO,A,Experimental,A,0.16
2214,ISO,A,Experimental,B,0.74
2215,ISO,A,Experimental,C,0.828
2216,ISO,A,Control,A,0.91
2217,ISO,A,Control,B,0.703
2218,ISO,A,Control,C,0.63
2219,ISO,A,Control,D,0.152
2220,ISO,A,Experimental,A,0.17
2221,ISO,A,Experimental,B,0.885
2222,ISO,A,Experimental,C,0.688
2223,ISO,A,Control,A,0.716
2224,ISO,A,Control,B,0.84
2225,ISO,A,Control,C,0.666
